isin,fund,amfi,json,category,rta_code,amfi_code,type
INF090I01GU0,Franklin India Savings Fund Retail Option - Direct - Reinvestment,Franklin India Savings Fund Retail Option - Direct - Quarterly - IDCW,Franklin India Savings Fund Retail Option - Direct - Quarterly - IDCW,DEBT,441,118505,reinvest
INF090I01GW6,Templeton India Value Fund - Direct - Dividend Payout,Templeton India Value Fund - Direct - IDCW,Templeton India Value Fund - Direct - IDCW,EQUITY,442,118493,payout/growth
INF090I01GX4,Templeton India Value Fund - Direct - Reinvestment,Templeton India Value Fund - Direct - IDCW,Templeton India Value Fund - Direct - IDCW,EQUITY,442,118493,reinvest
INF090I01HA0,Franklin India Income Fund - Direct - Reinvestment,Franklin India Dynamic Accrual Fund - Direct - IDCW,Franklin India Dynamic Accrual Fund - Direct - IDCW - Reinvestment,DEBT,443,118496,reinvest
INF090I01GZ9,Franklin India Income Fund - Direct - Dividend Payout,Franklin India Dynamic Accrual Fund - Direct - IDCW,Franklin India Dynamic Accrual Fund - Direct - IDCW - Payout,DEBT,443,118496,payout/growth
INF090I01HB8,Franklin India Income Fund - Direct - Growth,Franklin India Dynamic Accrual Fund - Direct - Growth,Franklin India Dynamic Accrual Fund - Direct - Growth,DEBT,444,118495,payout/growth
INF090I01HC6,Franklin India Low Duration Fund - Direct - Dividend Payout,Franklin India Low Duration Fund - Direct - Monthly - IDCW,Franklin India Low Duration Fund - Direct - Monthly - IDCW - Payout,DEBT,445,118528,payout/growth
INF090I01HD4,Franklin India Low Duration Fund - Direct - Reinvestment,Franklin India Low Duration Fund - Direct - Monthly - IDCW,Franklin India Low Duration Fund - Direct - Monthly - IDCW - Reinvestment,DEBT,445,118528,reinvest
INF090I01HF9,Franklin India Low Duration Fund - Direct - Reinvestment,Franklin India Low Duration Fund - Direct - Quarterly - IDCW,Franklin India Low Duration Fund - Direct - Quarterly - IDCW - Reinvestment,DEBT,446,118529,reinvest
INF090I01HE2,Franklin India Low Duration Fund - Direct - Dividend Payout,Franklin India Low Duration Fund - Direct - Quarterly - IDCW,Franklin India Low Duration Fund - Direct - Quarterly - IDCW - Payout,DEBT,446,118529,payout/growth
INF090I01HH5,Franklin India Government Securities Fund - Dividend Payout,,Franklin India Government Securities Fund - IDCW Payout,DEBT,447,118501,
INF090I01HI3,Franklin India Government Securities Fund - Reinvestment,,Franklin India Government Securities Fund - IDCW Reinvestment,DEBT,447,118501,
INF090I01HJ1,Franklin India Government Securities Fund - Growth,,Franklin India Government Securities Fund - Growth,DEBT,448,118502,
INF090I01HL7,Franklin India Government Securities Fund - Treasury Plan - Direct - Reinvestment,,Franklin India Government Securities Fund - Treasury Plan - Direct - IDCW Reinvestment,DEBT,449,,
INF090I01HK9,Franklin India Government Securities Fund - Treasury Plan - Direct - Dividend Payout,,Franklin India Government Securities Fund - Treasury Plan - Direct - IDCW Payout,DEBT,449,,
INF090I01HM5,Franklin India Government Securities Fund - Treasury Plan - Direct - Growth,,Franklin India Government Securities Fund - Treasury Plan - Direct - Growth,DEBT,450,,
INF090I01GV8,Franklin India Savings Fund Retail Option - Direct - Growth,Franklin India Savings Fund - Direct - Growth,Franklin India Savings Fund Retail Option - Direct - Growth,DEBT,451,118506,payout/growth
INF090I01GY2,Templeton India Value Fund - Direct - Growth,Templeton India Value Fund - Direct - Growth,Templeton India Value Fund - Direct - Growth,EQUITY,452,118494,payout/growth
INF090I01HT0,Franklin India Dynamic P E Ratio Fund Of Funds - Direct - Dividend Payout,Franklin India Dynamic Asset Allocation Fund of funds - Direct - IDCW,Franklin India Dynamic Asset Allocation Fund Of Funds - Direct - IDCW - Payout,EQUITY,453,118542,payout/growth
INF090I01HU8,Franklin India Dynamic P E Ratio Fund Of Funds - Direct - Reinvestment,Franklin India Dynamic Asset Allocation Fund of funds - Direct - IDCW,Franklin India Dynamic Asset Allocation Fund Of Funds - Direct - IDCW - Reinvestment,EQUITY,453,118542,reinvest
INF090I01HV6,Franklin India Dynamic P E Ratio Fund Of Funds - Direct - Growth,Franklin India Dynamic Asset Allocation Fund Of Funds - Direct - Growth,Franklin India Dynamic Asset Allocation Fund Of Funds - Direct - Growth,EQUITY,454,118543,payout/growth
INF090I01HX2,Franklin India Life Stage Fund of Funds - 20's Plan - Direct - Reinvestment,Franklin India Life Stage Fund of Funds - 20's Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 20'S Plan - Direct - IDCW - Reinvestment,EQUITY,455,118511,reinvest
INF090I01HW4,Franklin India Life Stage Fund of Funds - 20's Plan - Direct - Dividend Payout,Franklin India Life Stage Fund of Funds - 20's Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 20'S Plan - Direct - IDCW - Payout,EQUITY,455,118511,payout/growth
INF090I01HY0,Franklin India Life Stage Fund of Funds - 20's Plan - Direct - Growth,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth,Franklin India Life Stage Fund Of Funds - 20'S Plan - Direct - Growth,EQUITY,456,118512,payout/growth
INF090I01HZ7,Franklin India Life Stage Fund of Funds - 30's Plan - Direct - Dividend Payout,Franklin India Life Stage Fund of Funds - 30's Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 30'S Plan - Direct - IDCW - Payout,EQUITY,457,118513,payout/growth
INF090I01IA8,Franklin India Life Stage Fund of Funds - 30's Plan - Direct - Reinvestment,Franklin India Life Stage Fund of Funds - 30's Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 30'S Plan - Direct - IDCW - Reinvestment,EQUITY,457,118513,reinvest
INF090I01IB6,Franklin India Life Stage Fund of Funds - 30's Plan - Direct - Growth,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth,Franklin India Life Stage Fund Of Funds - 30'S Plan - Direct - Growth,EQUITY,458,118514,payout/growth
INF090I01IC4,Franklin India Life Stage Fund of Funds - 40's Plan - Direct - Dividend Payout,Franklin India Life Stage Fund of Funds - 40's Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 40'S Plan - Direct - IDCW - Payout,EQUITY,459,118515,payout/growth
INF090I01ID2,Franklin India Life Stage Fund of Funds - 40's Plan - Direct - Reinvestment,Franklin India Life Stage Fund of Funds - 40's Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 40'S Plan - Direct - IDCW - Reinvestment,EQUITY,459,118515,reinvest
INF090I01IE0,Franklin India Life Stage Fund of Funds - 40's Plan - Direct - Growth,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth,Franklin India Life Stage Fund Of Funds - 40'S Plan - Direct - Growth,EQUITY,460,118516,payout/growth
INF090I01IF7,Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - Dividend Payout,Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 50'S Plus Plan - Direct - IDCW - Payout,EQUITY,461,118517,payout/growth
INF090I01IG5,Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - Reinvestment,Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 50'S Plus Plan - Direct - IDCW - Reinvestment,EQUITY,461,118517,reinvest
INF090I01IH3,Franklin India Life Stage Fund of Funds - 50's Plus Plan - Direct - Growth,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Growth,Franklin India Life Stage Fund Of Funds - 50'S Plus Plan - Direct - Growth,EQUITY,462,118518,payout/growth
INF090I01GS4,Franklin India INDEX FUND NIFTY PLAN - Direct Growth - Growth,Franklin India INDEX FUND NIFTY PLAN - Direct - Growth,Franklin India Index Fund Nifty Plan - Direct - Growth,EQUITY,463,118581,payout/growth
INF090I01IJ9,Franklin India INDEX FUND BSE PLAN - Direct Dividend - Reinvestment,,Franklin India INDEX FUND BSE PLAN - Direct Dividend - Reinvestment,EQUITY,464,,
INF090I01II1,Franklin India INDEX FUND BSE PLAN - Direct Dividend - Dividend Payout,,Franklin India INDEX FUND BSE PLAN - Direct Dividend - IDCW Payout,EQUITY,464,,
INF090I01IK7,Franklin India INDEX FUND BSE PLAN - Direct Growth - Growth,,Franklin India INDEX FUND BSE PLAN - Direct Growth - Growth,EQUITY,465,,
INF090I01HO1,Franklin India Government Securities Fund - PF Plan - Direct - Reinvestment,,,,,,
INF090I01HN3,Franklin India Government Securities Fund - PF Plan - Direct - Dividend Payout,,,,,,
INF090I01HP8,Franklin India Government Securities Fund - Growth,,,,,,
INF090I01JM1,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - Dividend Payout,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 50'S Plus Floating Rate Plan - Direct - IDCW - Payout,EQUITY,468,118520,payout/growth
INF090I01JN9,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - Reinvestment,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - IDCW,Franklin India Life Stage Fund Of Funds - 50'S Plus Floating Rate Plan - Direct - IDCW,EQUITY,468,118520,reinvest
INF090I01JO7,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - Growth,Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Growth,Franklin India Life Stage Fund Of Funds - 50'S Plus Floating Rate Plan - Direct - Growth,EQUITY,469,118519,payout/growth
INF090I01HR4,Franklin India Government Securities Fund - Direct - Reinvestment,Franklin India Government Securities Fund - Direct - IDCW,Franklin India Government Securities Fund - Direct - IDCW - Reinvestment,DEBT,470,118497,reinvest
INF090I01HQ6,Franklin India Government Securities Fund - Direct - Dividend Payout,Franklin India Government Securities Fund - Direct - IDCW,Franklin India Government Securities Fund - Direct - IDCW - Payout,DEBT,470,118497,payout/growth
INF090I01HS2,Franklin India Government Securities Fund - Direct - Growth,Franklin India Government Securities Fund - Direct - Growth,Franklin India Government Securities Fund - Direct - Growth,DEBT,471,118498,payout/growth
INF090I01IM3,Franklin India Equity Advantage Fund - Direct - Reinvestment,Franklin India Equity Advantage Fund - Direct - IDCW,Franklin India Equity Advantage Fund - Direct - IDCW - Reinvestment,EQUITY,472,118509,reinvest
INF090I01IL5,Franklin India Equity Advantage Fund - Direct - Dividend Payout,Franklin India Equity Advantage Fund - Direct - IDCW,Franklin India Equity Advantage Fund - Direct - IDCW - Payout,EQUITY,472,118509,payout/growth
INF090I01IN1,Franklin India Equity Advantage Fund - Direct - Growth,Franklin India Equity Advantage Fund - Direct - Growth,Franklin India Equity Advantage Fund - Direct - Growth,EQUITY,473,118510,payout/growth
INF090I01JV2,Franklin India Liquid Fund - Super Institutional Plan - Direct - Growth,Franklin India Liquid Fund - Super Instittutional - Direct - Growth,Franklin India Liquid Fund - Super Institutional Plan - Direct - Growth,DEBT,474,118577,payout/growth
INF090I01JW0,Franklin India Liquid Fund - Super Institutional Plan - Direct - Reinvestment,Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW,Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW - Reinvestment,DEBT,475,118578,reinvest
INF090I01JY6,Franklin India Liquid Fund - Super Institutional Plan - Direct - Reinvestment,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW - Reinvestment,DEBT,476,118579,reinvest
INF090I01JX8,Franklin India Liquid Fund - Super Institutional Plan - Direct - Dividend Payout,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW - Payout,DEBT,476,118579,payout/growth
INF090I01IP6,Franklin India Smaller Companies Fund - Direct DIVIDEND - Reinvestment,Franklin India Smaller Companies Fund - Direct - IDCW,Franklin India Smaller Companies Fund - Direct - IDCW - Reinvestment,EQUITY,477,118524,reinvest
INF090I01IO9,Franklin India Smaller Companies Fund - Direct DIVIDEND - Dividend Payout,Franklin India Smaller Companies Fund - Direct - IDCW,Franklin India Smaller Companies Fund - Direct - IDCW - Payout,EQUITY,477,118524,payout/growth
INF090I01IQ4,Franklin India Smaller Companies Fund - Direct GROWTH - Growth,Franklin India Smaller Companies Fund - Direct - Growth,Franklin India Smaller Companies Fund - Direct - Growth,EQUITY,478,118525,payout/growth
INF090I01IR2,Templeton India EQUITY INCOME FUND - Direct Dividend - Dividend Payout,Templeton India EQUITY INCOME FUND - Direct - IDCW,Templeton India Equity Income Fund - Direct - IDCW - Payout,EQUITY,479,118526,payout/growth
INF090I01IS0,Templeton India EQUITY INCOME FUND - Direct Dividend - Reinvestment,Templeton India EQUITY INCOME FUND - Direct - IDCW,Templeton India Equity Income Fund - Direct - IDCW - Reinvestment,EQUITY,479,118526,reinvest
INF090I01IT8,Templeton India EQUITY INCOME FUND - Direct Growth - Growth,Templeton India Equity Income Fund - Direct - Growth,Templeton India Equity Income Fund - Direct - Growth,EQUITY,480,118527,payout/growth
INF090I01IU6,Franklin India Focused Equity Fund - Direct - Dividend Payout,Franklin India Focused Equity Fund - Direct - IDCW,Franklin India Focused Equity Fund - Direct - IDCW - Payout,EQUITY,481,118563,payout/growth
INF090I01IV4,Franklin India Focused Equity Fund - Direct - Reinvestment,Franklin India Focused Equity Fund - Direct - IDCW,Franklin India Focused Equity Fund - Direct - IDCW - Reinvestment,EQUITY,481,118563,reinvest
INF090I01IW2,Franklin India Focused Equity Fund - Direct - Growth,Franklin India Focused Equity Fund - Direct - Growth,Franklin India Focused Equity Fund - Direct - Growth,EQUITY,482,118564,payout/growth
INF090I01IX0,Franklin Asian Equity Fund - Direct DIVIDEND - Dividend Payout,Franklin Asian Equity Fund - Direct - IDCW,Franklin Asian Equity Fund - Direct - IDCW - Payout,EQUITY,483,118558,payout/growth
INF090I01IY8,Franklin Asian Equity Fund - Direct DIVIDEND - Reinvestment,Franklin Asian Equity Fund - Direct - IDCW,Franklin Asian Equity Fund - Direct - IDCW - Reinvestment,EQUITY,483,118558,reinvest
INF090I01IZ5,Franklin Asian Equity Fund - Direct GROWTH - Growth,Franklin Asian Equity Fund - Direct - Growth,Franklin Asian Equity Fund - Direct - Growth,EQUITY,484,118559,payout/growth
INF090I01JA6,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Growth,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Growth,DEBT,485,118560,payout/growth
INF090I01JB4,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Reinvestment,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW - Reinvestment,DEBT,486,118561,reinvest
INF090I01JC2,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Reinvestment,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW,DEBT,487,118562,reinvest
INF090I01JE8,Franklin Build India Fund - Direct DIVIDEND - Reinvestment,Franklin Build India Fund - Direct - IDCW,Franklin Build India Fund - Direct - IDCW - Reinvestment,EQUITY,488,118556,reinvest
INF090I01JD0,Franklin Build India Fund - Direct DIVIDEND - Dividend Payout,Franklin Build India Fund - Direct - IDCW,Franklin Build India Fund - Direct - IDCW - Payout,EQUITY,488,118556,payout/growth
INF090I01JF5,Franklin Build India Fund - Direct GROWTH - Growth,Franklin Build India Fund - Direct - Growth,Franklin Build India Fund - Direct - Growth,EQUITY,489,118557,payout/growth
INF090I01JG3,Franklin India Income Opportunities Fund - Direct - Dividend Payout,Franklin India Income Opportunities Fund - Direct - IDCW,Franklin India Income Opportunities Fund - Direct - IDCW - Payout,DEBT,490,118555,payout/growth
INF090I01JH1,Franklin India Income Opportunities Fund - Direct - Reinvestment,Franklin India Income Opportunities Fund - Direct - IDCW,Franklin India Income Opportunities Fund - Direct - IDCW - Reinvestment,DEBT,490,118555,reinvest
INF090I01JI9,Franklin India Income Opportunities Fund - Direct - Growth,Franklin India Income Opportunities Fund - Direct - Growth,Franklin India Income Opportunities Fund - Direct - Growth,DEBT,491,118554,payout/growth
INF090I01HG7,Franklin India Low Duration Fund - Direct - Growth,Franklin India Low Duration Fund - Direct - Growth,Franklin India Low Duration Fund - Direct - Growth,DEBT,492,118530,payout/growth
INF090I01JJ7,Franklin India Credit Risk Fund - Direct - Dividend Payout,Franklin India Credit Risk Fund - Direct - IDCW,Franklin India Credit Risk Fund - Direct - IDCW - Payout,DEBT,493,118552,payout/growth
INF090I01JK5,Franklin India Credit Risk Fund - Direct - Reinvestment,Franklin India Credit Risk Fund - Direct - IDCW,Franklin India Credit Risk Fund - Direct - IDCW - Reinvestment,DEBT,493,118552,reinvest
INF090I01JL3,Franklin India Credit Risk Fund - Direct - Growth,Franklin India Credit Risk Fund - Direct - Growth,Franklin India Credit Risk Fund - Direct - Growth,DEBT,494,118553,payout/growth
INF090I01JP4,Franklin India Feeder - Franklin U.S. Opportunities Fund - Direct - Dividend Payout,Franklin India Feeder - Franklin U S Opportunities Fund - Direct - IDCW,Franklin India Feeder - Franklin U S Opportunities Fund - Direct - IDCW - Payout,DEBT,495,118550,payout/growth
INF090I01JQ2,Franklin India Feeder - Franklin U.S. Opportunities Fund - Direct - Reinvestment,Franklin India Feeder - Franklin U S Opportunities Fund - Direct - IDCW,Franklin India Feeder - Franklin U S Opportunities Fund - Direct - IDCW - Reinvestment,DEBT,495,118550,reinvest
INF090I01JR0,Franklin India Feeder - Franklin U.S. Opportunities Fund - Direct - Growth,Franklin India Feeder - Franklin US Opportunities Fund - Direct - Growth,Franklin India Feeder - Franklin U S Opportunities Fund - Direct - Growth,DEBT,496,118551,payout/growth
INF090I01LL9,Franklin India Floating Rate Fund - Direct - DIVIDEND REINVESTMENT,Franklin India Floating Rate Fund - Direct - IDCW,Franklin India Floating Rate Fund - Direct - IDCW - Reinvestment,DEBT,497,118507,reinvest
INF090I01LK1,Franklin India Floating Rate Fund - Direct - GROWTH,Franklin India Floating Rate Fund - Direct - Growth,Franklin India Floating Rate Fund - Direct - Growth,DEBT,498,118508,payout/growth
INF090I01FI7,Franklin India PRIMA FUND - Direct DIVIDEND - Dividend Payout,Franklin India PRIMA FUND - Direct - IDCW,Franklin India Prima Fund - Direct - IDCW - Payout,EQUITY,601,118532,payout/growth
INF090I01FJ5,Franklin India PRIMA FUND - Direct DIVIDEND - Reinvestment,Franklin India PRIMA FUND - Direct - IDCW,Franklin India Prima Fund - Direct - IDCW - Reinvestment,EQUITY,601,118532,reinvest
INF090I01FL1,Franklin India Equity Fund - Direct - Dividend Payout,Franklin India Flexi Cap Fund - Direct - IDCW,Franklin India Flexi Cap Fund - Direct (Erstwhile Franklin India Equity Fund - Direct) - IDCW - Payout,EQUITY,602,118534,payout/growth
INF090I01FM9,Franklin India Equity Fund - Direct - Reinvestment,Franklin India Flexi Cap Fund - Direct - IDCW,Franklin India Flexi Cap Fund - Direct (Erstwhile Franklin India Equity Fund - Direct) - IDCW - Reinvestment,EQUITY,602,118534,reinvest
INF090I01ML7,Franklin India Fixed Maturity Plans - Series 2 - Plan A - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 Days - IDCW - Payout,DEBT,603,141999,payout/growth
INF090I01MK9,Franklin India Fixed Maturity Plans - Series 2 - Plan A - GROWTH,Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 Days - Growth,DEBT,604,142001,payout/growth
INF090I01MO1,Franklin India Fixed Maturity Plans - Series 2 - Plan A - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - Direct - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 Days - Direct - IDCW - Payout,DEBT,605,142000,payout/growth
INF090I01FP2,Franklin India BLUECHIP FUND - Direct DIVIDEND - Reinvestment,Franklin India BLUECHIP FUND - Direct - IDCW,Franklin India Bluechip Fund - Direct - IDCW - Reinvestment,EQUITY,606,118462,reinvest
INF090I01FO5,Franklin India BLUECHIP FUND - Direct DIVIDEND - Dividend Payout,Franklin India BLUECHIP FUND - Direct - IDCW,Franklin India Bluechip Fund - Direct - IDCW - Payout,EQUITY,606,118462,payout/growth
INF090I01MN3,Franklin India Fixed Maturity Plans - Series 2 - Plan A - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth- Direct,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 Days - Direct - Growth,DEBT,607,142002,payout/growth
INF090I01MM5,Franklin India Fixed Maturity Plans - Series 2 - Plan A - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days -QTR - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 Days -Qtr - IDCW - Payout,DEBT,608,142003,payout/growth
INF090I01MP8,Franklin India Fixed Maturity Plans - Series 2 - Plan A - Quarterly Div - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 Days - Qtr Direct - IDCW - Payout,DEBT,609,142004,payout/growth
INF090I01JZ3,Franklin India Pension Plan - Direct - Growth,Franklin India PENSION PLAN - Direct - Growth,Franklin India Pension Plan - Direct - Growth,EQUITY,610,118548,payout/growth
INF090I01KB2,Franklin India Pension Plan - Direct - Reinvestment,Franklin India Pension Plan - Direct - IDCW,Franklin India Pension Plan - Direct - IDCW - Reinvestment,EQUITY,611,118549,reinvest
INF090I01KA4,Franklin India Pension Plan - Direct - Dividend Payout,Franklin India Pension Plan - Direct - IDCW,Franklin India Pension Plan - Direct - IDCW - Payout,EQUITY,611,118549,payout/growth
INF090I01FW8,Franklin India Corporate Debt Fund - Plan A - Direct - Growth,Franklin India Corporate Debt Fund - Direct - GROWTH,Franklin India Corporate Debt Fund - Plan A - Direct - Growth,DEBT,612,118569,payout/growth
INF090I01FY4,Franklin India Corporate Debt Fund - Plan A - Direct - Reinvestment,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW - Reinvestment,DEBT,613,118570,reinvest
INF090I01FX6,Franklin India Corporate Debt Fund - Plan A - Direct - Dividend Payout,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW - Payout,DEBT,613,118570,payout/growth
INF090I01LF1,Franklin India Multi-Asset Solution Fund - Dividend Payout,Franklin India Multi - Asset Solution Fund - IDCW,Franklin India Multi - Asset Solution Fund - IDCW - Payout,EQUITY,614,132988,payout/growth
INF090I01LG9,Franklin India Multi-Asset Solution Fund - Reinvestment,Franklin India Multi - Asset Solution Fund - IDCW,Franklin India Multi - Asset Solution Fund - IDCW - Reinvestment,EQUITY,614,132988,reinvest
INF090I01LE4,Franklin India Multi-Asset Solution Fund - Growth,Franklin India Multi - Asset Solution Fund - Growth Plan,Franklin India Multi - Asset Solution Fund - Growth,EQUITY,615,132987,payout/growth
INF090I01LI5,Franklin India Multi-Asset Solution Fund - Direct - Dividend Payout,Franklin India Multi - Asset Solution Fund - Direct - IDCW,Franklin India Multi - Asset Solution Fund - Direct - IDCW - Payout,EQUITY,616,132990,payout/growth
INF090I01LJ3,Franklin India Multi-Asset Solution Fund - Direct - Reinvestment,Franklin India Multi - Asset Solution Fund - Direct - IDCW,Franklin India Multi - Asset Solution Fund - Direct - IDCW - Reinvestment,EQUITY,616,132990,reinvest
INF090I01LH7,Franklin India Multi-Asset Solution Fund - Direct - Growth,Franklin India Multi - Asset Solution Fund - Growth Plan - Direct,Franklin India Multi - Asset Solution Fund - Direct - Growth,EQUITY,617,132989,payout/growth
INF090I01KI7,Templeton India CHILDREN's ASSET PLAN EDUCATION - Direct GROWTH - Growth,,,,,,
INF090I01KJ5,Templeton India CHILDREN's ASSET PLAN GIFT - Direct GROWTH - Growth,,,,,,
INF090I01KL1,Templeton India CHILDREN's ASSET PLAN GIFT - Direct DIVIDEND - Reinvestment,,,,,,
INF090I01KK3,Templeton India CHILDREN's ASSET PLAN GIFT - Direct DIVIDEND - Dividend Payout,,,,,,
INF090I01KG1,Franklin India Government Securities Fund - Long Term Plan - Bonus 1 - Direct - Bonus 1,,,,,,
INF090I01KH9,Franklin India Government Securities Fund - Long Term Plan - Bonus 2 - Direct - Bonus 2,,,,,,
INF090I01KM9,Franklin India Savings Fund Retail Option - Daily Dividend Reinvestment,Franklin India Savings Fund Retail Option - Daily - IDCW,Franklin India Savings Fund Retail Option - Daily - IDCW - Reinvestment,DEBT,623,122443,reinvest
INF090I01KN7,Franklin India Savings Fund Retail Option - Direct - Daily Dividend Reinvestment,Franklin India Savings Fund Retail Option - Direct - Daily - IDCW,Franklin India Savings Fund Retail Option - Direct - Daily - IDCW - Reinvestment,DEBT,624,122444,reinvest
INF090I01LO3,Franklin India Liquid Fund - Unclaimed Redemption Plan - GROWTH,Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth,Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth,DEBT,625,139889,payout/growth
INF090I01LP0,Franklin India Liquid Fund - Unclaimed Dividend Plan - GROWTH,Franklin India Liquid Fund - Unclaimed Dividend Plan - Growth,Franklin India Liquid Fund - Unclaimed Dividend Plan - Growth,DEBT,626,139890,payout/growth
INF090I01LQ8,Franklin India Liquid Fund - Unclaimed Redemption Investor Education - GROWTH,Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth,Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth,DEBT,627,139891,payout/growth
INF090I01LR6,Franklin India Liquid Fund - Unclaimed Dividend Investor Education - GROWTH,Franklin India Liquid Fund - Unclaimed Dividend Investor Education Plan - Growth,Franklin India Liquid Fund - Unclaimed Dividend Investor Education Plan - Growth,DEBT,628,139892,payout/growth
INF090I01LT2,Franklin India Fixed Maturity Plans - Series 1 - Plan A - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Dividend,Franklin India Fixed Maturity Plans - Series 1 - Plan A 1108 Days - Direct - IDCW - Payout,DEBT,631,141041,payout/growth
INF090I01LS4,Franklin India Fixed Maturity Plans - Series 1 - Plan A - GROWTH,Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth,Franklin India Fixed Maturity Plans - Series 1 - Plan A 1108 Days - Growth,DEBT,630,141040,payout/growth
INF090I01LW6,Franklin India Fixed Maturity Plans - Series 1 - Plan A - Direct - DIVIDEND PAYOUT,,Franklin India Fixed Maturity Plans - Series 1 - Plan A 1108 Days - IDCW - Reinvestment,DEBT,629,141041,
INF090I01LV8,Franklin India Fixed Maturity Plans - Series 1 - Plan A - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth - Direct,Franklin India Fixed Maturity Plans - Series 1 - Plan A 1108 Days - Direct - Growth,DEBT,632,141043,payout/growth
INF090I01LU0,Franklin India Fixed Maturity Plans - Series 1 - Plan A - Quarterly Div - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW ***,Franklin India Fixed Maturity Plans - Series 1 - Plan A 1108 Days -Qtr - IDCW,DEBT,633,143375,
